,Contrato,Dirección,tipo,calle,NUMERO,PISO,Nº Serie Contador Esf.1,xcoord,ycoord,localId,USO 2020,2020-1,2020-2,2020-3,2020-4,USO 2018,2018-1,2018-2,2018-3,USO 2019,2019-1,2019-2,2019-3
248,6146204,LARGA ALTA 7,INDUSTRIAL,LARGA ALTA,7.0,S/N,11078590,-6.4169679004115014,39.56126145739179,10.050.39.7.2125748QD2822N,62.0,48.0,83.0,86.0,,88.0,97.0,105.0,94.0,78.0,87.0,85.0,89.0
249,6146205,LARGA ALTA 9,DOMESTICO,LARGA ALTA,9.0,S/N,R20529773,-6.416957786085229,39.5612141212393,10.050.39.9.2125747QD2822N,0.0,0.0,0.0,0.0,,18.0,17.0,17.0,23.0,21.0,20.0,21.0,24.0
250,6146206,LARGA ALTA 13 A,DOMESTICO,LARGA ALTA,13.0,A,1485517,-6.4169361830179685,39.561115715771294,10.050.39.13.2125745QD2822N,27.0,18.0,19.0,23.0,,22.0,27.0,30.0,36.0,26.0,31.0,40.0,33.0
251,6146207,LARGA ALTA 15,DOMESTICO,LARGA ALTA,15.0,S/N,279915,-6.416917490056525,39.561051788410495,10.050.39.15.2125744QD2822N,11.0,10.0,40.0,23.0,,7.0,9.0,29.0,13.0,11.0,14.0,34.0,1.0
252,6146210,LARGA ALTA 19,DOMESTICO,LARGA ALTA,19.0,S/N,1043900,-6.416881388171231,39.560948916449405,10.050.39.19.2125742QD2822N,1.0,1.0,2.0,0.0,,11.0,2.0,25.0,1.0,1.0,6.0,25.0,3.0
253,6146211,LARGA ALTA 19 A,DOMESTICO,LARGA ALTA,19.0,A,95115003,-6.416881388171231,39.560948916449405,10.050.39.19.2125742QD2822N,33.0,43.0,14.0,44.0,,40.0,53.0,28.0,29.0,32.0,29.0,34.0,29.0
254,6146212,LARGA ALTA 21,DOMESTICO,LARGA ALTA,21.0,S/N,1498458,-6.416864805106617,39.56090026528175,10.050.39.21.2125741QD2822N,26.0,0.0,13.0,7.0,,8.0,47.0,23.0,6.0,25.0,32.0,20.0,17.0
255,6146213,LARGA ALTA 25,DOMESTICO,LARGA ALTA,25.0,S/N,3065647,-6.416849753282153,39.56080723057079,10.050.39.25.2125739QD2822N,0.0,5.0,0.0,0.0,,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
256,6146214,LARGA ALTA 27 1º-A,DOMESTICO,LARGA ALTA,27.0,1º-A,L733872,-6.416839728114518,39.560748090434394,10.050.39.27.2125738QD2822N,33.0,25.0,35.0,28.0,,24.0,33.0,37.0,35.0,32.0,35.0,32.0,26.0
257,6146215,LARGA ALTA 29,DOMESTICO,LARGA ALTA,29.0,S/N,TAB501794,-6.416826142727779,39.5606813938583,10.050.39.29.2125737QD2822N,34.0,10.0,25.0,19.0,,33.0,29.0,47.0,35.0,33.0,20.0,42.0,24.0
258,6146216,LARGA ALTA 31,DOMESTICO,LARGA ALTA,31.0,S/N,N348678,-6.4168129677362575,39.56062245392537,10.050.39.31.2125736QD2822N,26.0,35.0,37.0,33.0,,25.0,32.0,38.0,29.0,25.0,30.0,46.0,27.0
259,6146217,LARGA ALTA 33,COMERCIAL,LARGA ALTA,33.0,S/N,97160889,-6.41678271592767,39.5605093564964,10.050.39.33.2123501QD2822S,4.0,6.0,4.0,4.0,,12.0,4.0,9.0,15.0,4.0,6.0,10.0,28.0
260,6146218,LARGA ALTA 33,DOMESTICO,LARGA ALTA,33.0,S/N,J393035,-6.41678271592767,39.5605093564964,10.050.39.33.2123501QD2822S,6.0,19.0,8.0,11.0,,12.0,4.0,9.0,15.0,4.0,6.0,10.0,28.0
261,6146219,LARGA ALTA 35,DOMESTICO,LARGA ALTA,35.0,S/N,180666040,-6.416772870649809,39.560464183902894,10.050.39.35.2123559QD2822S,0.0,3.0,6.0,2.0,,0.0,2.0,8.0,12.0,0.0,2.0,12.0,1.0
262,6146220,LARGA ALTA 37 A,DOMESTICO,LARGA ALTA,37.0,A,J397562,-6.417386121917439,39.562705926800625,10.050.41.37.2026603QD2822N,41.0,36.0,48.0,37.0,,38.0,42.0,30.0,43.0,40.0,40.0,44.0,45.0
263,6146221,LARGA ALTA 37,DOMESTICO,LARGA ALTA,37.0,S/N,K679679,-6.417386121917439,39.562705926800625,10.050.41.37.2026603QD2822N,0.0,0.0,0.0,0.0,,0.0,1.0,46.0,845.0,0.0,4.0,0.0,0.0
264,6146222,LARGA ALTA 39 1º,DOMESTICO,LARGA ALTA,39.0,1º,J746218,-6.416747028900091,39.56031694232409,10.050.39.39.2123557QD2822S,19.0,16.0,10.0,9.0,,15.0,20.0,20.0,17.0,18.0,16.0,10.0,0.0
265,6146226,LARGA ALTA 45 A,DOMESTICO,LARGA ALTA,45.0,A,CO0000775,-6.416702648079139,39.560117316959484,10.050.39.45.2123554QD2822S,3.0,2.0,3.0,3.0,,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0
266,6146227,LARGA ALTA 45,DOMESTICO,LARGA ALTA,45.0,S/N,2391014,-6.416702648079139,39.560117316959484,10.050.39.45.2123554QD2822S,21.0,31.0,25.0,21.0,,26.0,28.0,32.0,26.0,21.0,24.0,38.0,23.0
267,6146228,LARGA ALTA 49,DOMESTICO,LARGA ALTA,49.0,S/N,849289,-6.416653373299064,39.55994622601549,10.050.39.49.2123552QD2822S,18.0,17.0,5.0,21.0,,21.0,23.0,13.0,22.0,17.0,21.0,13.0,23.0
268,6146229,LARGA ALTA 51,DOMESTICO,LARGA ALTA,51.0,S/N,K435805,-6.416632572786824,39.5598889227004,10.050.39.51.2123551QD2822S,17.0,17.0,17.0,14.0,,0.0,17.0,17.0,12.0,16.0,17.0,17.0,0.0
269,6146230,LARGA ALTA 57,DOMESTICO,LARGA ALTA,57.0,S/N,1640581,-6.4165833720093275,39.559750174754335,10.050.39.57.2123548QD2822S,3.0,1.0,1.0,0.0,,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0
270,6146231,LARGA ALTA 59,DOMESTICO,LARGA ALTA,59.0,S/N,101228473,-6.416559377173384,39.55970054338767,10.050.39.59.2123547QD2822S,17.0,25.0,31.0,25.0,,16.0,21.0,31.0,20.0,16.0,17.0,26.0,18.0
271,6146232,LARGA ALTA 61,DOMESTICO,LARGA ALTA,61.0,S/N,17057013,-6.416541268293498,39.5596585201963,10.050.39.61.2123546QD2822S,12.0,7.0,10.0,21.0,,21.0,22.0,23.0,15.0,12.0,13.0,19.0,16.0
272,6146233,LARGA ALTA 67,DOMESTICO,LARGA ALTA,67.0,S/N,1071640,-6.416491502265159,39.55952246676429,10.050.39.67.2123544QD2822S,0.0,0.0,4.0,0.0,,1.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0
273,6146234,BARRIONUEVO BAJO 43 A,DOMESTICO,BARRIONUEVO BAJO,43.0,A,C92127268,-6.415892713153728,39.560468923529626,10.050.70.43.2223825QD2822S,25.0,27.0,28.0,31.0,,35.0,39.0,41.0,31.0,30.0,27.0,24.0,23.0
274,6146238,LARGA ALTA 87,DOMESTICO,LARGA ALTA,87.0,S/N,R20803092,-6.416242503610602,39.55883740738062,10.050.39.87.2123534QD2822S,9.0,45.0,28.0,31.0,,7.0,7.0,10.0,8.0,9.0,11.0,13.0,8.0
275,6146240,LARGA ALTA 93,DOMESTICO,LARGA ALTA,93.0,S/N,M662174,-6.416171098363613,39.5586604186622,10.050.39.93.2123531QD2822S,5.0,11.0,10.0,6.0,,4.0,3.0,6.0,5.0,5.0,4.0,5.0,3.0
276,6146241,LARGA ALTA 95,DOMESTICO,LARGA ALTA,95.0,S/N,L347369,-6.416150606295129,39.558610500280786,10.050.39.95.2123530QD2822S,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,6146242,LARGA ALTA 97,DOMESTICO,LARGA ALTA,97.0,S/N,263029,-6.416131163841299,39.55856052416766,10.050.39.97.2123529QD2822S,1.0,2.0,1.0,2.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0
278,6146243,LARGA ALTA 99,DOMESTICO,LARGA ALTA,99.0,S/N,R20803093,-6.4161032274633305,39.558488553424326,10.050.39.99.2123528QD2822S,11.0,13.0,25.0,30.0,,5.0,14.0,11.0,10.0,11.0,13.0,15.0,11.0
279,6146244,LARGA ALTA 103,DOMESTICO,LARGA ALTA,103.0,S/N,L156248,-6.416056182594206,39.55834507857801,10.050.39.103.2123526QD2822S,16.0,21.0,19.0,17.0,,13.0,16.0,18.0,17.0,15.0,18.0,19.0,15.0
280,6146245,LARGA ALTA 103 A,DOMESTICO,LARGA ALTA,103.0,A,51567659,-6.416056182594206,39.55834507857801,10.050.39.103.2123526QD2822S,0.0,21.0,39.0,37.0,,1.0,4.0,2.0,3.0,0.0,1.0,2.0,6.0
281,6146247,LARGA ALTA 105,DOMESTICO,LARGA ALTA,105.0,S/N,31242280,-6.416036800023034,39.55828095555009,10.050.39.105.2123525QD2822S,2.0,0.0,3.0,1.0,,13.0,5.0,20.0,14.0,2.0,2.0,5.0,10.0
282,6146252,LARGA ALTA 115,DOMESTICO,LARGA ALTA,115.0,S/N,142/135067,-6.4157764086808315,39.55792815439659,10.050.39.115.2222706QD2822S,32.0,33.0,61.0,50.0,,44.0,49.0,56.0,44.0,32.0,35.0,32.0,23.0
283,6146255,LARGA ALTA 2,DOMESTICO,LARGA ALTA,2.0,S/N,41298974,-6.417037288319845,39.561301648059306,10.050.39.2.2024011QD2822S,2.0,2.0,3.0,2.0,,0.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0
284,6146256,LARGA ALTA 4,DOMESTICO,LARGA ALTA,4.0,S/N,A54928,-6.417020424121648,39.561197857169034,10.050.39.4.2024012QD2822S,1.0,1.0,20.0,4.0,,1.0,0.0,21.0,1.0,1.0,1.0,20.0,1.0
285,6146257,LARGA ALTA 4 A,DOMESTICO,LARGA ALTA,4.0,A,ABB811216,-6.417020424121648,39.561197857169034,10.050.39.4.2024012QD2822S,29.0,45.0,42.0,41.0,,29.0,28.0,28.0,30.0,28.0,32.0,30.0,32.0
286,6146258,LARGA ALTA 6 A,DOMESTICO,LARGA ALTA,6.0,A,L906502,-6.417003881757712,39.56112929310504,10.050.39.6.2024013QD2822S,11.0,10.0,5.0,9.0,,11.0,10.0,5.0,9.0,11.0,10.0,5.0,9.0
287,6146259,LARGA ALTA 6,COMERCIAL,LARGA ALTA,6.0,S/N,1284491,-6.417003881757712,39.56112929310504,10.050.39.6.2024013QD2822S,1.0,1.0,2.0,1.0,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0
288,6146260,LARGA ALTA 8,DOMESTICO,LARGA ALTA,8.0,S/N,96231901,-6.4169779211776365,39.56105421345959,10.050.39.8.2024014QD2822S,3.0,0.0,0.0,14.0,,3.0,3.0,15.0,47.0,3.0,3.0,0.0,14.0
289,6146261,LARGA ALTA 10,DOMESTICO,LARGA ALTA,10.0,S/N,K303236,-6.416952695804924,39.560975006138456,10.050.39.10.2024015QD2822S,47.0,66.0,62.0,60.0,,36.0,42.0,51.0,48.0,45.0,48.0,53.0,46.0
290,6146262,LARGA ALTA 12,DOMESTICO,LARGA ALTA,12.0,S/N,1485519,-6.416939790656318,39.56091192820111,10.050.39.12.2024016QD2822S,50.0,77.0,64.0,46.0,,51.0,62.0,62.0,46.0,52.0,54.0,63.0,46.0
291,6146263,LARGA ALTA 14,DOMESTICO,LARGA ALTA,14.0,S/N,61772098,-6.416925401630808,39.560841794946484,10.050.39.14.2024017QD2822S,19.0,19.0,24.0,10.0,,17.0,22.0,22.0,19.0,18.0,22.0,28.0,20.0
292,6146264,LARGA ALTA 16,DOMESTICO,LARGA ALTA,16.0,S/N,9756,-6.416912993126919,39.5607872863551,10.050.39.16.2024018QD2822S,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
293,6146265,LARGA ALTA 18,DOMESTICO,LARGA ALTA,18.0,S/N,1284488,-6.416899205864003,39.56073229666075,10.050.39.18.2024019QD2822S,1.0,7.0,9.0,8.0,,25.0,31.0,25.0,0.0,1.0,2.0,4.0,1.0
294,6146266,LARGA ALTA 20 1º,DOMESTICO,LARGA ALTA,20.0,1º,K553723,-6.416883104818128,39.56066752606396,10.050.39.20.2024020QD2822S,4.0,6.0,6.0,0.0,,12.0,6.0,5.0,3.0,5.0,6.0,6.0,6.0
295,6146267,LARGA ALTA 22,DOMESTICO,LARGA ALTA,22.0,S/N,L347332,-6.416868364546662,39.56060999272243,10.050.39.22.2024021QD2822S,25.0,47.0,22.0,18.0,,21.0,25.0,31.0,25.0,24.0,27.0,42.0,33.0
296,6146269,LARGA ALTA 26,DOMESTICO,LARGA ALTA,26.0,S/N,CO0000821,-6.4168388403851075,39.56046475028383,10.050.39.26.2024023QD2822S,26.0,29.0,25.0,18.0,,23.0,29.0,40.0,26.0,25.0,36.0,41.0,29.0
297,6146270,LARGA ALTA 28,DOMESTICO,LARGA ALTA,28.0,S/N,11022877,-6.417207804299152,39.5623612509541,10.050.41.28.2125765QD2822N,18.0,20.0,31.0,17.0,,20.0,22.0,32.0,22.0,17.0,21.0,27.0,19.0
298,6146272,LARGA ALTA 30 A,DOMESTICO,LARGA ALTA,30.0,A,B32923123,-6.416816863384078,39.560360751051256,10.050.39.30.2024025QD2822S,10.0,2.0,29.0,21.0,,10.0,0.0,8.0,20.0,10.0,0.0,29.0,20.0
299,6146273,LARGA ALTA 36 B,DOMESTICO,LARGA ALTA,36.0,B,EB516823,-6.4167862670988525,39.56022871859258,10.050.39.36.2024028QD2822S,15.0,164.0,22.0,54.0,,18.0,54.0,59.0,29.0,15.0,34.0,19.0,18.0
300,6146274,LARGA ALTA 38,DOMESTICO,LARGA ALTA,38.0,S/N,11500456,-6.416773727640416,39.56018087804456,10.050.39.38.2024029QD2822S,27.0,28.0,30.0,29.0,,33.0,34.0,36.0,27.0,26.0,30.0,27.0,22.0
301,6146276,LARGA ALTA 42,DOMESTICO,LARGA ALTA,42.0,S/N,J906265,-6.416747197492244,39.560083534083795,10.050.39.42.2024031QD2822S,16.0,20.0,23.0,16.0,,19.0,21.0,22.0,18.0,16.0,17.0,21.0,18.0
302,6146278,LARGA ALTA 52,DOMESTICO,LARGA ALTA,52.0,S/N,17-269447,-6.416640682234524,39.559736314813534,10.050.39.52.2024036QD2822S,5.0,0.0,0.0,0.0,,0.0,0.0,29.0,12.0,5.0,8.0,20.0,1.0
303,6146279,LARGA ALTA 54,DOMESTICO,LARGA ALTA,54.0,S/N,333858,-6.416621410411626,39.559678590556146,10.050.39.54.2024037QD2822S,47.0,42.0,53.0,47.0,,41.0,43.0,61.0,47.0,45.0,44.0,55.0,46.0
304,6146281,LARGA ALTA 56 A,DOMESTICO,LARGA ALTA,56.0,A,CO0000836,-6.416601086008657,39.55961786999806,10.050.39.56.2024038QD2822S,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
305,6146282,LARGA ALTA 58,DOMESTICO,LARGA ALTA,58.0,S/N,J710180,-6.4165877248925085,39.55957649294221,10.050.39.58.2024039QD2822S,14.0,16.0,22.0,22.0,,13.0,16.0,13.0,14.0,14.0,16.0,15.0,16.0
306,6146283,LARGA ALTA 64,DOMESTICO,LARGA ALTA,64.0,S/N,K476920,-6.4165257880758055,39.5593795399713,10.050.39.64.2122705QD2822S,27.0,37.0,45.0,30.0,,25.0,36.0,41.0,28.0,26.0,41.0,46.0,36.0
307,6146285,LARGA ALTA 66 1º,DOMESTICO,LARGA ALTA,66.0,1º,3638573,-6.416510314482938,39.55933550338181,10.050.39.66.2122705QD2822S,27.0,16.0,25.0,20.0,,26.0,26.0,33.0,31.0,26.0,27.0,25.0,20.0
308,6146287,LARGA ALTA 70 A,DOMESTICO,LARGA ALTA,70.0,A,90111165,-6.416478314752263,39.55924443389859,10.050.39.70.2122708QD2822S,10.0,16.0,8.0,5.0,,10.0,16.0,8.0,0.0,10.0,16.0,8.0,0.0
309,6146288,LARGA ALTA 72,DOMESTICO,LARGA ALTA,72.0,S/N,CO0000843,-6.416463478622239,39.55920203756039,10.050.39.72.2122709QD2822S,18.0,39.0,36.0,25.0,,10.0,12.0,15.0,12.0,18.0,22.0,25.0,25.0
310,6146289,LARGA ALTA 74,DOMESTICO,LARGA ALTA,74.0,S/N,CO0000844,-6.416435359901803,39.55912555846984,10.050.39.74.2122710QD2822S,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0
311,6146290,LARGA ALTA 76,DOMESTICO,LARGA ALTA,76.0,S/N,J710171,-6.416414167641035,39.55906941303154,10.050.39.76.2122711QD2822S,4.0,5.0,5.0,4.0,,3.0,5.0,6.0,3.0,4.0,7.0,5.0,4.0
312,6146292,LARGA ALTA 80 1º,DOMESTICO,LARGA ALTA,80.0,1º,1607244,-6.4163770882609565,39.55897723956361,10.050.39.80.2122713QD2822S,0.0,0.0,0.0,2.0,,0.0,0.0,16.0,4.0,0.0,0.0,24.0,9.0
313,6146293,LARGA ALTA 82,COMERCIAL,LARGA ALTA,82.0,S/N,CO0000850,-6.416355642782361,39.55892478206611,10.050.39.82.2122714QD2822S,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,6146295,LARGA ALTA 86,DOMESTICO,LARGA ALTA,86.0,S/N,263020,-6.416317128512988,39.558830509153246,10.050.39.86.2122716QD2822S,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
315,6146296,LARGA ALTA 88,DOMESTICO,LARGA ALTA,88.0,S/N,CO0000853,-6.416297373271874,39.558782683703456,10.050.39.88.2122717QD2822S,2.0,1.0,6.0,4.0,,2.0,2.0,6.0,4.0,2.0,0.0,6.0,4.0
316,6146299,LARGA ALTA 94,DOMESTICO,LARGA ALTA,94.0,S/N,TA659012,-6.41620699193935,39.55854942317049,10.050.39.94.2122719QD2822S,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
317,6146300,LARGA ALTA 96 1º,DOMESTICO,LARGA ALTA,96.0,1º,VR7048717,-6.416179759285405,39.558496111693394,10.050.39.96.2122720QD2822S,6.0,11.0,9.0,8.0,,8.0,8.0,8.0,7.0,6.0,7.0,6.0,6.0
318,6146301,LARGA ALTA 98,DOMESTICO,LARGA ALTA,98.0,S/N,K44681,-6.4161565130647045,39.558429470372126,10.050.39.98.2122721QD2822S,29.0,24.0,28.0,37.0,,38.0,41.0,41.0,37.0,29.0,31.0,29.0,25.0
319,6146302,LARGA ALTA 100,DOMESTICO,LARGA ALTA,100.0,S/N,L734185,-6.41613242014789,39.558360558023956,10.050.39.100.2122722QD2822S,14.0,12.0,17.0,13.0,,12.0,15.0,18.0,12.0,14.0,14.0,19.0,13.0
320,6146303,LARGA ALTA 100 2º,DOMESTICO,LARGA ALTA,100.0,2º,15128004,-6.41613242014789,39.558360558023956,10.050.39.100.2122722QD2822S,12.0,7.0,13.0,8.0,,8.0,9.0,13.0,11.0,12.0,10.0,11.0,10.0
321,6146304,LARGA ALTA 104,DOMESTICO,LARGA ALTA,104.0,S/N,CO0000863,-6.416085826795628,39.55823313329936,10.050.39.104.2122724QD2822S,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,6146305,LARGA ALTA 106,DOMESTICO,LARGA ALTA,106.0,S/N,CO0000864,-6.416069297100052,39.55818934341657,10.050.39.106.2122725QD2822S,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
323,6146306,SAN BARTOLOME 2 1º,DOMESTICO,SAN BARTOLOME,2.0,1º,N417490,-6.416153651499347,39.55807475501397,10.050.74.2.2122726QD2822S,11.0,59.0,20.0,13.0,,31.0,13.0,4.0,9.0,11.0,24.0,23.0,23.0
324,6146307,LARGA ALTA 110,DOMESTICO,LARGA ALTA,110.0,S/N,11075572,-6.416038230043749,39.55800109021845,10.050.39.110.2121504QD2822S,12.0,17.0,18.0,16.0,,12.0,13.0,16.0,13.0,12.0,14.0,17.0,13.0
325,6146308,LARGA ALTA 112,DOMESTICO,LARGA ALTA,112.0,S/N,1079800,-6.416016228550409,39.55792600834096,10.050.39.112.2121505QD2822S,9.0,3.0,9.0,12.0,,12.0,9.0,4.0,11.0,9.0,9.0,2.0,15.0
326,6146309,LARGA ALTA 114 A,DOMESTICO,LARGA ALTA,114.0,A,L783163,-6.4159960927993405,39.557857098417905,10.050.39.114.2121506QD2822S,15.0,29.0,19.0,26.0,,14.0,17.0,16.0,15.0,15.0,19.0,22.0,21.0
327,6146310,LARGA ALTA 114,DOMESTICO,LARGA ALTA,114.0,S/N,L734184,-6.4159960927993405,39.557857098417905,10.050.39.114.2121506QD2822S,25.0,21.0,7.0,6.0,,31.0,32.0,23.0,28.0,24.0,30.0,17.0,26.0
328,6146311,LARGA ALTA 116,DOMESTICO,LARGA ALTA,116.0,S/N,L934210,-6.415971507584502,39.55777340074258,10.050.39.116.2121507QD2822S,7.0,23.0,17.0,15.0,,6.0,7.0,16.0,8.0,7.0,12.0,17.0,14.0
329,6146313,LARGA ALTA 120 A,DOMESTICO,LARGA ALTA,120.0,A,2487020,-6.415930612434272,39.55763357606862,10.050.39.120.2121509QD2822S,0.0,0.0,1.0,1.0,,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
330,6146314,LARGA ALTA 120,INDUSTRIAL,LARGA ALTA,120.0,S/N,205745,-6.415930612434272,39.55763357606862,10.050.39.120.2121509QD2822S,43.0,21.0,52.0,34.0,,22.0,76.0,71.0,73.0,51.0,62.0,77.0,59.0
331,6146316,LARGA ALTA 46 A,DOMESTICO,LARGA ALTA,46.0,A,1071815,-6.41672281610931,39.56000668775317,10.050.39.46.2024033QD2822S,1.0,11.0,8.0,2.0,,1.0,9.0,6.0,2.0,1.0,4.0,8.0,2.0
332,6146317,LARGA ALTA 70,COMERCIAL,LARGA ALTA,70.0,S/N,CO0000876,-6.416478314752263,39.55924443389859,10.050.39.70.2122708QD2822S,3.0,6.0,6.0,7.0,,9.0,11.0,7.0,10.0,11.0,9.0,7.0,9.0
333,6146320,LARGA ALTA 36 1º,DOMESTICO,LARGA ALTA,36.0,1º,M662185,-6.4167862670988525,39.56022871859258,10.050.39.36.2024028QD2822S,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
334,6146324,LARGA BAJA 105,COMERCIAL,LARGA BAJA,105.0,S/N,CO0000884,-6.416036800023034,39.55828095555009,10.050.39.105.2123525QD2822S,37.0,9.0,16.0,28.0,,17.0,17.0,26.0,24.0,19.0,25.0,26.0,24.0
335,6146325,LARGA BAJA 99,NO DOMESTICO,LARGA BAJA,99.0,S/N,1567654,-6.418123992098442,39.56448514429742,10.050.41.99.1928002QD2812N,2.0,1.0,2.0,2.0,,1.0,2.0,4.0,2.0,83.0,2.0,3.0,2.0
336,6146326,LARGA BAJA 101,GARAJES,LARGA BAJA,101.0,S/N,11075566,-6.418159866836089,39.56454404366405,10.050.41.101.1928001QD2812N,3.0,3.0,7.0,3.0,,3.0,4.0,14.0,4.0,2.0,3.0,4.0,3.0
337,6146327,LARGA BAJA 1,INDUSTRIAL,LARGA BAJA,1.0,S/N,2878562,-6.417125289463384,39.56163368087253,10.050.41.1.2026621QD2822N,31.0,11.0,25.0,22.0,,27.0,33.0,28.0,33.0,32.0,36.0,26.0,28.0
338,6146330,LARGA BAJA 33,DOMESTICO,LARGA BAJA,33.0,S/N,CO0000892,-6.417367800061479,39.56259435153824,10.050.41.33.2026605QD2822N,0.0,0.0,45.0,39.0,,1.0,0.0,19.0,7.0,1.0,1.0,17.0,5.0
339,6146332,LARGA BAJA 11,DOMESTICO,LARGA BAJA,11.0,S/N,K476774,-6.417192451098201,39.561984709059125,10.050.41.11.2026616QD2822N,10.0,2.0,4.0,1.0,,10.0,2.0,4.0,1.0,10.0,2.0,4.0,1.0
340,6146333,LARGA BAJA 11 A,DOMESTICO,LARGA BAJA,11.0,A,A675147,-6.417192451098201,39.561984709059125,10.050.41.11.2026616QD2822N,19.0,9.0,20.0,14.0,,19.0,9.0,17.0,19.0,19.0,18.0,20.0,14.0
341,6146334,LARGA BAJA 15,DOMESTICO,LARGA BAJA,15.0,S/N,M662186,-6.417229304684316,39.56212065971072,10.050.41.15.2026614QD2822N,1.0,0.0,2.0,5.0,,1.0,0.0,6.0,5.0,1.0,0.0,4.0,5.0
342,6146335,LARGA BAJA 17,DOMESTICO,LARGA BAJA,17.0,S/N,L933650,-6.417248769429587,39.56218262225781,10.050.41.17.2026613QD2822N,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,6146336,LARGA BAJA 17 A,DOMESTICO,LARGA BAJA,17.0,A,L333651,-6.417248769429587,39.56218262225781,10.050.41.17.2026613QD2822N,1.0,3.0,0.0,0.0,,1.0,3.0,1.0,1.0,1.0,3.0,0.0,0.0
344,6146337,LARGA BAJA 19,DOMESTICO,LARGA BAJA,19.0,S/N,1244676,-6.417260942348324,39.56222154044945,10.050.41.19.2026612QD2822N,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
345,6146338,LARGA BAJA 21 A,DOMESTICO,LARGA BAJA,21.0,A,2878662,-6.417286628396394,39.56229462749518,10.050.41.21.2026611QD2822N,41.0,41.0,39.0,36.0,,35.0,45.0,46.0,38.0,39.0,44.0,46.0,39.0
346,6146339,LARGA BAJA 21,DOMESTICO,LARGA BAJA,21.0,S/N,97160638,-6.417286628396394,39.56229462749518,10.050.41.21.2026611QD2822N,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,6146341,LARGA BAJA 25,DOMESTICO,LARGA BAJA,25.0,S/N,L906571,-6.417320635981194,39.56239124122727,10.050.41.25.2026609QD2822N,8.0,2.0,4.0,0.0,,0.0,0.0,0.0,9.0,8.0,0.0,4.0,9.0
348,6146342,LARGA BAJA 29,DOMESTICO,LARGA BAJA,29.0,S/N,N20803045,-6.417339877150553,39.56247490984909,10.050.41.29.2026607QD2822N,16.0,18.0,21.0,17.0,,15.0,17.0,19.0,18.0,16.0,19.0,19.0,18.0
349,6146343,LARGA BAJA 35,DOMESTICO,LARGA BAJA,35.0,S/N,71762202,-6.417374025567833,39.56264926310916,10.050.41.35.2026604QD2822N,6.0,5.0,2.0,0.0,,8.0,8.0,12.0,8.0,8.0,9.0,11.0,4.0
350,6146344,LARGA BAJA 37,DOMESTICO,LARGA BAJA,37.0,S/N,,-6.417386121917439,39.562705926800625,10.050.41.37.2026603QD2822N,0.0,0.0,0.0,0.0,,0.0,1.0,46.0,845.0,0.0,4.0,0.0,0.0
351,6146345,LARGA BAJA 39,DOMESTICO,LARGA BAJA,39.0,S/N,CO0000909,-6.417395403711837,39.56274748330988,10.050.41.39.2026602QD2822N,26.0,53.0,48.0,31.0,,40.0,33.0,34.0,30.0,26.0,45.0,36.0,29.0
352,6146346,LARGA BAJA 45,DOMESTICO,LARGA BAJA,45.0,S/N,,-6.41744283471231,39.56298402194258,10.050.41.45.1927325QD2812N,0.0,0.0,0.0,0.0,,26.0,28.0,32.0,26.0,21.0,24.0,38.0,23.0
353,6146347,LARGA BAJA 47,DOMESTICO,LARGA BAJA,47.0,S/N,9523920,-6.4174570985962225,39.56303559884171,10.050.41.47.1927324QD2812N,6.0,6.0,8.0,8.0,,0.0,0.0,1.0,6.0,7.0,7.0,6.0,4.0
